4,4.00024,0.00650454,614.992,153.748
8,8.00048,0.00949479,842.618,105.327
16,16.001,0.015737,1016.77,63.5482
32,32.0019,0.0232845,1374.39,42.9496
64,64.0038,0.0367464,1741.77,27.2152
100,100.006,0.0591705,1690.13,16.9013
