4,3.00018,0.00339233,884.4,221.1
8,8.00048,0.00708058,1129.92,141.24
16,16.001,0.0116171,1377.36,86.085
32,32.0019,0.0244327,1309.8,40.9313
64,64.0038,0.0232089,2757.73,43.0896
100,100.006,0.0418988,2386.85,23.8685
