16,16,0,100,0.00621033,0.00356371,1.74266
32,32,0,100,0.0124207,0.00428142,2.90106
64,64,0,100,0.0248413,0.00676354,3.67283
128,128,0,100,0.0496826,0.0109485,4.53785
256,129,127,50.3906,0.0500708,0.0176622,2.83491
512,128,384,25,0.0496826,0.0197888,2.51064
1024,264,760,25.7812,0.10247,0.113868,0.899905
