4,4.00024,0.00475004,842.149,210.537
8,8.00048,0.006594,1213.3,151.662
16,16.001,0.0123947,1290.95,80.6842
32,32.0019,0.0240008,1333.37,41.6679
64,64.0038,0.0224389,2852.36,44.5681
100,100.006,0.0381876,2618.81,26.1881
