16,16,0,100,0.00621033,0.00332779,1.8662
32,32,0,100,0.0124207,0.00513571,2.41849
64,64,0,100,0.0248413,0.00885538,2.80522
128,128,0,100,0.0496826,0.0166869,2.97734
256,128,128,50,0.0496826,0.0227471,2.18413
512,130,382,25.3906,0.0504589,0.104513,0.482802
1024,245,779,23.9258,0.0950956,0.106606,0.892033
