16,16,0,100,0.00621033,0.00349142,1.77874
32,32,0,100,0.0124207,0.00432079,2.87463
64,64,0,100,0.0248413,0.00721817,3.4415
128,128,0,100,0.0496826,0.0110758,4.48569
256,128,128,50,0.0496826,0.0177033,2.80641
512,166,346,32.4219,0.0644321,0.0130479,4.93813
1024,383,641,37.4023,0.14866,0.0241634,6.15226
